name,site,category,phone,city,location_link
creadesign,https://www.behance.net/itidel,Graphic designer,+213 674 95 06 98,,"https://www.google.com/maps/place/creadesign/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1screadesign!3m4!1s0xca5658b7683494d:0x39d7e5dbe7d58a60!8m2!3d28.094873399999997!4d1.6656943"
Graphic design.42,,Agence de publicité,+213 550 60 06 70,Bou Ismaïl,"https://www.google.com/maps/place/Graphic+design.42/@36.6338855,2.688046,14z/data=!4m8!1m2!2m1!1sGraphic+design.42!3m4!1s0x128f9d002e088dd7:0x37fe35ee8ff2d601!8m2!3d36.6338855!4d2.688046"
lamine infographiste,,Graphic designer,+213 550 45 17 87,Bordj El Kiffan,"https://www.google.com/maps/place/lamine+infographiste/@36.7588643,3.2241060999999998,14z/data=!4m8!1m2!2m1!1slamine+infographiste!3m4!1s0x128e4f003f4e1997:0x4bd8952f2d7b5b5!8m2!3d36.7588643!4d3.2241060999999998"
المصمم يوسف Youcef Designer,,Graphiste,+213 556 62 21 00,Bologhine,"https://www.google.com/maps/place/%D8%A7%D9%84%D9%85%D8%B5%D9%85%D9%85+%D9%8A%D9%88%D8%B3%D9%81+Youcef+Designer/@36.8034888,3.0336065999999997,14z/data=!4m8!1m2!2m1!1s%D8%A7%D9%84%D9%85%D8%B5%D9%85%D9%85+%D9%8A%D9%88%D8%B3%D9%81+Youcef+Designer!3m4!1s0x128fb3149af0869f:0xa7358261b5ff7ed3!8m2!3d36.8034888!4d3.0336065999999997"
Folio Design Algeria,,مصمم رسومات,+213 21 45 23 90,Djasr Kasentina,"https://www.google.com/maps/place/Folio+Design+Algeria/@36.6945584,3.0549073,14z/data=!4m8!1m2!2m1!1sFolio+Design+Algeria!3m4!1s0x128fac542a4e9da3:0x6982b50ba3d59ed!8m2!3d36.6945584!4d3.0549073"
youcef,,Graphiste,+213 556 08 22 40,Draria,"https://www.google.com/maps/place/youcef/@36.7167655,3.0136634,14z/data=!4m8!1m2!2m1!1syoucef!3m4!1s0x128faf90248d0c2f:0x7727e76ad3c165a5!8m2!3d36.7167655!4d3.0136634"
Webtech Creation,,Concepteur de sites Web,+213 791 00 48 92,,"https://www.google.com/maps/place/Webtech+Creation/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1sWebtech+Creation!3m4!1s0x46a2532abf1e2163:0x37b22858edc5f446!8m2!3d28.094873399999997!4d1.6656943"
SOFTART Web Solutions,http://www.softart-dz.net/,Graphiste,+213 657 43 47 47,Dar El Beïda,"https://www.google.com/maps/place/SOFTART+Web+Solutions/@36.714557,3.223435,14z/data=!4m8!1m2!2m1!1sSOFTART+Web+Solutions!3m4!1s0x128e5049814cce0d:0x57b2fec1b2a2bcb9!8m2!3d36.714557!4d3.223435"
وكالة إشهاريةHamoudesign,,Agence de publicité,+213 552 62 71 96,Bordj El Bahri,"https://www.google.com/maps/place/%D9%88%D9%83%D8%A7%D9%84%D8%A9+%D8%A5%D8%B4%D9%87%D8%A7%D8%B1%D9%8A%D8%A9Hamoudesign/@36.786735199999995,3.2486162999999997,14z/data=!4m8!1m2!2m1!1s%D9%88%D9%83%D8%A7%D9%84%D8%A9+%D8%A5%D8%B4%D9%87%D8%A7%D8%B1%D9%8A%D8%A9Hamoudesign!3m4!1s0x128e4f462f2dd411:0x9bfada6f2ed4c93e!8m2!3d36.786735199999995!4d3.2486162999999997"
freelance,,Website designer,+213 778 70 29 20,,"https://www.google.com/maps/place/freelance/@36.6966649,3.0922204,14z/data=!4m8!1m2!2m1!1sfreelance!3m4!1s0x65e46f0e15f29465:0x8178b75227db70eb!8m2!3d36.6966649!4d3.0922204"
Web shop,https://ht-shop.web.app/,E-commerce service,+213 550 93 90 43,,"https://www.google.com/maps/place/Web+shop/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1sWeb+shop!3m4!1s0x60f0e307b1508869:0xce2ebf94433dbdbe!8m2!3d28.094873399999997!4d1.6656943"
EDITIONS UNIVERS DESIGN,https://univerrabah.wixsite.com/website,Magasin d'enseignes lumineuses,+213 554 04 05 29,Ben Aknoun,"https://www.google.com/maps/place/EDITIONS+UNIVERS+DESIGN/@36.756642,3.0016361999999996,14z/data=!4m8!1m2!2m1!1sEDITIONS+UNIVERS+DESIGN!3m4!1s0x128fb12691689575:0x3871bee0362749ac!8m2!3d36.756642!4d3.0016361999999996"
youcefkhettabi,,Graphiste,+213 671 36 58 57,,"https://www.google.com/maps/place/youcefkhettabi/@36.757163999999996,3.0121805,14z/data=!4m8!1m2!2m1!1syoucefkhettabi!3m4!1s0xae2e84f060b248a5:0xebed5fb7dcc9aa0b!8m2!3d36.757163999999996!4d3.0121805"
Dzwebsite,https://dzwebsite.com/,Concepteur de sites Web,+213 662 97 58 27,Tkoutt,"https://www.google.com/maps/place/Dzwebsite/@35.139880399999996,6.3007748,14z/data=!4m8!1m2!2m1!1sDzwebsite!3m4!1s0x12f42f31fc6810eb:0x901ea05120b562b9!8m2!3d35.139880399999996!4d6.3007748"
DawnDesign,https://www.behance.net/bilalbale,Graphic designer,+213 672 76 67 33,,"https://www.google.com/maps/place/DawnDesign/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1sDawnDesign!3m4!1s0x6f6b9da275e4f62d:0x4b673ff0f5b8eee8!8m2!3d28.094873399999997!4d1.6656943"
ak designe,https://web.facebook.com/communication31017/,Graphic designer,+213 540 81 37 00,Gdyel,"https://www.google.com/maps/place/ak+designe/@35.7906091,-0.4191531,14z/data=!4m8!1m2!2m1!1sak+designe!3m4!1s0xd7e71942872b88d:0x8c90e397fd293613!8m2!3d35.7906091!4d-0.4191531"
Dzayn | ديزاين,http://www.dzayn.com/,Agence de publicité,+213 23 13 46 44,Chéraga,"https://www.google.com/maps/place/Dzayn+%7C+%D8%AF%D9%8A%D8%B2%D8%A7%D9%8A%D9%86/@36.759277499999996,2.9634262,14z/data=!4m8!1m2!2m1!1sDzayn+%7C+%D8%AF%D9%8A%D8%B2%D8%A7%D9%8A%D9%86!3m4!1s0x128fae42806f7ee1:0xbe5535ade29e0fc0!8m2!3d36.759277499999996!4d2.9634262"
création de site web,,,+213 550 15 10 05,Dély Ibrahim,"https://www.google.com/maps/place/cr%C3%A9ation+de+site+web/@36.76567,2.9929726999999997,14z/data=!4m8!1m2!2m1!1scr%C3%A9ation+de+site+web!3m4!1s0x128fb1c0a9315fdd:0x56d3fe560296f8e7!8m2!3d36.76567!4d2.9929726999999997"
Unique Digital (Création de sites web),,Website designer,+213 550 03 25 69,Sidi M'Hamed,"https://www.google.com/maps/place/Unique+Digital+%28Cr%C3%A9ation+de+sites+web%29/@36.762962099999996,3.0512588999999997,14z/data=!4m8!1m2!2m1!1sUnique+Digital+%28Cr%C3%A9ation+de+sites+web%29!3m4!1s0x128fb355e7196c15:0xc92f1c3adb5d8279!8m2!3d36.762962099999996!4d3.0512588999999997"
Le fréro,,Concepteur de sites Web,+213 555 22 78 81,,"https://www.google.com/maps/place/Le+fr%C3%A9ro/@46.952891,-64.5014352,14z/data=!4m8!1m2!2m1!1sLe+fr%C3%A9ro!3m4!1s0x6d68d49bcc5af7bd:0xd7eb35bd6705686b!8m2!3d46.952891!4d-64.5014352"
Mseven-dz,https://www.facebook.com/mhamed.seven.1/,Graphiste,+213 778 86 80 18,Birtouta,"https://www.google.com/maps/place/Mseven-dz/@36.6486509,2.998271,14z/data=!4m8!1m2!2m1!1sMseven-dz!3m4!1s0x128fa9be802e025d:0x411d84b75479233b!8m2!3d36.6486509!4d2.998271"
IT Design,,Agence de publicité,+213 555 88 52 03,Khraicia,"https://www.google.com/maps/place/IT+Design/@36.6681654,2.9753037,14z/data=!4m8!1m2!2m1!1sIT+Design!3m4!1s0x128faf0072598085:0x40ed9b11f7dbcb18!8m2!3d36.6681654!4d2.9753037"
Phox Web,,Concepteur de sites Web,+213 794 12 24 11,,"https://www.google.com/maps/place/Phox+Web/@36.7390184,3.1393309,14z/data=!4m8!1m2!2m1!1sPhox+Web!3m4!1s0xa51458e275d2e50b:0x70c459d448ac137e!8m2!3d36.7390184!4d3.1393309"
HM design,https://www.instagram.com/h.m_design_09/,Graphiste,+213 799 93 61 05,Béni Tamou,"https://www.google.com/maps/place/HM+design/@36.5334457,2.817192,14z/data=!4m8!1m2!2m1!1sHM+design!3m4!1s0x128f0bee3bc6a109:0x2df29c20bf9d55df!8m2!3d36.5334457!4d2.817192"
Web Developer & Graphic Designer,,مصمم مواقع ويب,+213 699 12 22 10,El Oued,"https://www.google.com/maps/place/Web+Developer+%26+Graphic+Designer/@33.3635348,6.8536934,14z/data=!4m8!1m2!2m1!1sWeb+Developer+%26+Graphic+Designer!3m4!1s0x125911c6bd7e9dd1:0xd7616df9faf5326d!8m2!3d33.3635348!4d6.8536934"
Graphic designe,,Graphic designer,+213 793 51 25 26,Tenes,"https://www.google.com/maps/place/Graphic+designe/@36.732860099999996,3.0855454,14z/data=!4m8!1m2!2m1!1sGraphic+designe!3m4!1s0x128fad3d1dd7bba5:0x4fe9f0bd25f8130c!8m2!3d36.732860099999996!4d3.0855454"
Creation Site Web Algerie,,Concepteur de sites Web,+213 770 30 38 64,Bechloul,"https://www.google.com/maps/place/Creation+Site+Web+Algerie/@36.312646699999995,4.0677202,14z/data=!4m8!1m2!2m1!1sCreation+Site+Web+Algerie!3m4!1s0x128c39c673068c1f:0xf3e866a2229e6e9f!8m2!3d36.312646699999995!4d4.0677202"
Agence web algérie | Création de site web algerie,,مصمم مواقع ويب,+213 667 44 58 28,Constantine,"https://www.google.com/maps/place/Agence+web+alg%C3%A9rie+%7C+Cr%C3%A9ation+de+site+web+algerie/@36.3612131,6.6083419,14z/data=!4m8!1m2!2m1!1sAgence+web+alg%C3%A9rie+%7C+Cr%C3%A9ation+de+site+web+algerie!3m4!1s0x12f1773d6e2c3349:0x6bcc2558ee3bdd9e!8m2!3d36.3612131!4d6.6083419"
Ras,,Computer desk store,+213 666 66 66 66,,"https://www.google.com/maps/place/Ras/@36.7277106,3.0969054,14z/data=!4m8!1m2!2m1!1sRas!3m4!1s0xa5ee0012c95400bd:0xac532f7e60feabe7!8m2!3d36.7277106!4d3.0969054"
XCOM,,Agence de design,+213 770 44 56 33,Birkhadem,"https://www.google.com/maps/place/XCOM/@36.7102973,3.0493360999999997,14z/data=!4m8!1m2!2m1!1sXCOM!3m4!1s0x128fad9a66fadb85:0x177a97fca7fe7492!8m2!3d36.7102973!4d3.0493360999999997"
DZ Concept,,Concepteur de sites Web,+213 552 00 06 00,El Biar,"https://www.google.com/maps/place/DZ+Concept/@36.768291999999995,3.031771,14z/data=!4m8!1m2!2m1!1sDZ+Concept!3m4!1s0x128fb23c308d16e3:0x311475d944630aec!8m2!3d36.768291999999995!4d3.031771"
Cubix Design,http://cubixdesign.dz/,Cabinet d'architecte d'intérieur,+213 792 48 61 09,El Mouradia,"https://www.google.com/maps/place/Cubix+Design/@36.749272399999995,3.0533061999999997,14z/data=!4m8!1m2!2m1!1sCubix+Design!3m4!1s0x128fb27c11ed0d69:0xc9645e5791bf6f3e!8m2!3d36.749272399999995!4d3.0533061999999997"
Design box,,Fabricant,+213 699 64 08 60,Kouba,"https://www.google.com/maps/place/Design+box/@36.7219689,3.0558872,14z/data=!4m8!1m2!2m1!1sDesign+box!3m4!1s0x128fad055ba373b7:0xa0992647b293b5b2!8m2!3d36.7219689!4d3.0558872"
Jendy Ads,https://jendyads.wordpress.com/,Graphic designer,+213 672 49 35 19,Baraki,"https://www.google.com/maps/place/Jendy+Ads/@36.6732353,3.1025898,14z/data=!4m8!1m2!2m1!1sJendy+Ads!3m4!1s0x128e53b654ec4d0f:0x5be1e9eab828f84f!8m2!3d36.6732353!4d3.1025898"
Print zone dz,,Graphiste,+213 556 45 69 59,Birkhadem,"https://www.google.com/maps/place/Print+zone+dz/@36.7149061,3.0418581,14z/data=!4m8!1m2!2m1!1sPrint+zone+dz!3m4!1s0x128fad9124c842ad:0x3f303afb69724fa2!8m2!3d36.7149061!4d3.0418581"
MW pub & design,,Agence de design,+213 674 20 66 60,Draria,"https://www.google.com/maps/place/MW+pub+%26+design/@36.7082451,3.0042114,14z/data=!4m8!1m2!2m1!1sMW+pub+%26+design!3m4!1s0x128faf5ad084e4d9:0xf7a7742af6346d60!8m2!3d36.7082451!4d3.0042114"
Kamatcha designer,,Graphiste,+213 655 74 05 47,Raïs Hamidou,"https://www.google.com/maps/place/Kamatcha+designer/@36.807747299999996,3.0084296999999998,14z/data=!4m8!1m2!2m1!1sKamatcha+designer!3m4!1s0x128fb183ef60c359:0x698c7e9222897d62!8m2!3d36.807747299999996!4d3.0084296999999998"
Home design Dz,,Magasin d'ameublement et de décoration,+213 671 21 29 22,Djasr Kasentina,"https://www.google.com/maps/place/Home+design+Dz/@36.6984971,3.0620658,14z/data=!4m8!1m2!2m1!1sHome+design+Dz!3m4!1s0x128fad25e74f7c01:0xcaf717653353e66f!8m2!3d36.6984971!4d3.0620658"
A.D.I.M.M Algérie,,Concepteur de sites Web,+213 558 94 45 10,Bordj El Kiffan,"https://www.google.com/maps/place/A.D.I.M.M+Alg%C3%A9rie/@36.7442614,3.1737742,14z/data=!4m8!1m2!2m1!1sA.D.I.M.M+Alg%C3%A9rie!3m4!1s0x128e4fd29b4839f9:0xa6818638a7d4386f!8m2!3d36.7442614!4d3.1737742"
Lbd communication & Design,,Graphiste,+213 551 36 72 23,Saoula,"https://www.google.com/maps/place/Lbd+communication+%26+Design/@36.690093499999996,3.0309904,14z/data=!4m8!1m2!2m1!1sLbd+communication+%26+Design!3m4!1s0x128fad6338cdf17b:0xb7eaa48fb2ee8854!8m2!3d36.690093499999996!4d3.0309904"
Developpement sites web et applications desktop,,Entreprise de logiciels,+213 557 00 10 57,Mohammadia,"https://www.google.com/maps/place/Developpement+sites+web+et+applications+desktop/@36.7301286,3.1514878,14z/data=!4m8!1m2!2m1!1sDeveloppement+sites+web+et+applications+desktop!3m4!1s0x128e5271dda6e4fb:0x85dfbc597eeca33e!8m2!3d36.7301286!4d3.1514878"
Perfect Design,,Agence de publicité,+213 770 03 38 75,H'raoua,"https://www.google.com/maps/place/Perfect+Design/@36.757844899999995,3.3321334,14z/data=!4m8!1m2!2m1!1sPerfect+Design!3m4!1s0x128e45aec4b89ae3:0x8e0d1382e4e8f046!8m2!3d36.757844899999995!4d3.3321334"
SARL Mbdesign communications,https://instagram.com/mbdesign_com?igshid=MzMyNGUyNmU2YQ==,Agence de publicité,+213 772 61 08 86,Réghaïa,"https://www.google.com/maps/place/SARL+Mbdesign+communications/@36.738765,3.3359292,14z/data=!4m8!1m2!2m1!1sSARL+Mbdesign+communications!3m4!1s0x128e453ac0600e6b:0x445d5a760a29b02a!8m2!3d36.738765!4d3.3359292"
Design & Build,,شركة إنشاء,+213 557 95 01 42,Birkhadem,"https://www.google.com/maps/place/Design+%26+Build/@36.7133153,3.042236,14z/data=!4m8!1m2!2m1!1sDesign+%26+Build!3m4!1s0x128fadb983e95821:0xa959b13b917e53e!8m2!3d36.7133153!4d3.042236"
Web developement,,Software company,+213 774 85 25 08,Les Eucalyptus,"https://www.google.com/maps/place/Web+developement/@36.6649562,3.1452706,14z/data=!4m8!1m2!2m1!1sWeb+developement!3m4!1s0x128e53ed210743c7:0x3406d200d2cc6290!8m2!3d36.6649562!4d3.1452706"
GB Design,,Agence de design,+213 782 55 30 51,Alger Centre,"https://www.google.com/maps/place/GB+Design/@36.7791524,3.0580591999999998,14z/data=!4m8!1m2!2m1!1sGB+Design!3m4!1s0x128fb3b1a2e77501:0x9abde743d67a3578!8m2!3d36.7791524!4d3.0580591999999998"
Hébergement web algérie - BAABELWEB,,Service d'hébergement de site Web,+213 556 14 90 89,Mohammadia,"https://www.google.com/maps/place/H%C3%A9bergement+web+alg%C3%A9rie+-+BAABELWEB/@36.729427,3.1751586,14z/data=!4m8!1m2!2m1!1sH%C3%A9bergement+web+alg%C3%A9rie+-+BAABELWEB!3m4!1s0x128fad55bfc6e0c1:0x253c0de8764a2c54!8m2!3d36.729427!4d3.1751586"
Design BOX (BET ) d'architecture et de l'urbanisme,https://www.facebook.com/DBX01,Architecture firm,+213 660 93 42 10,Kouba,"https://www.google.com/maps/place/Design+BOX+%28BET+%29+d%27architecture+et+de+l%27urbanisme/@36.7202724,3.075377,14z/data=!4m8!1m2!2m1!1sDesign+BOX+%28BET+%29+d%27architecture+et+de+l%27urbanisme!3m4!1s0x128fad8128a2ab33:0xdb300e6dd2f9ad96!8m2!3d36.7202724!4d3.075377"
Deer Design | Graphic & Brand Designer,https://www.instagram.com/deer_design_101/,Graphic designer,+213 797 39 21 10,Réghaïa,"https://www.google.com/maps/place/Deer+Design+%7C+Graphic+%26+Brand+Designer/@36.7433805,3.3429276999999997,14z/data=!4m8!1m2!2m1!1sDeer+Design+%7C+Graphic+%26+Brand+Designer!3m4!1s0x128e4339c92a51bf:0xedf5e1209affa303!8m2!3d36.7433805!4d3.3429276999999997"
Designer Touch Algerie,http://designertouch.dz/,Agence de publicité,+213 783 01 08 08,Boufarik,"https://www.google.com/maps/place/Designer+Touch+Algerie/@36.5771394,2.9127435,14z/data=!4m8!1m2!2m1!1sDesigner+Touch+Algerie!3m4!1s0x128fa78bd7a8b08b:0x37c9f51b357b986b!8m2!3d36.5771394!4d2.9127435"
Conception des sites web,,Concepteur de sites Web,+213 697 03 03 84,El Eulma,"https://www.google.com/maps/place/Conception+des+sites+web/@36.149775399999996,5.7004443,14z/data=!4m8!1m2!2m1!1sConception+des+sites+web!3m4!1s0x12f30b613a5c85a9:0x5b25f98fb980cd83!8m2!3d36.149775399999996!4d5.7004443"
Mb design,,Siège social,+213 671 59 53 20,Beni Merad,"https://www.google.com/maps/place/Mb+design/@36.5182587,2.849377,14z/data=!4m8!1m2!2m1!1sMb+design!3m4!1s0x128f0bb2bfcb709d:0xb8213211f5fade9!8m2!3d36.5182587!4d2.849377"
Devnova,https://zidane-dev.dz/,Concepteur de sites Web,+213 794 34 52 58,El Hammamet,"https://www.google.com/maps/place/Devnova/@36.8026552,2.9326936,14z/data=!4m8!1m2!2m1!1sDevnova!3m4!1s0x128fbb0f6cd90d29:0xd893f542e8697b92!8m2!3d36.8026552!4d2.9326936"
Mohamed Rafik NAILI,https://bi.rafiknaylee.com/,Concepteur de sites Web,+213 779 49 48 02,,"https://www.google.com/maps/place/Mohamed+Rafik+NAILI/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1sMohamed+Rafik+NAILI!3m4!1s0xa94716e430692f39:0xcc1d312fb0dfef31!8m2!3d28.094873399999997!4d1.6656943"
Infographe/Graphic Designer Djouama,https://www.behance.net/medousdjouama,Graphic designer,+213 540 04 34 09,Bab Ezzouar,"https://www.google.com/maps/place/Infographe%2FGraphic+Designer+Djouama/@36.7342132,3.1851442999999997,14z/data=!4m8!1m2!2m1!1sInfographe%2FGraphic+Designer+Djouama!3m4!1s0x128e51a53c896bf9:0xbe51b73e0bc5fce6!8m2!3d36.7342132!4d3.1851442999999997"
Architect & design,https://www.behance.net/hamzaadouane,Administration,+213 559 08 61 18,El Harrach,"https://www.google.com/maps/place/Architect+%26+design/@36.714819999999996,3.1415853,14z/data=!4m8!1m2!2m1!1sArchitect+%26+design!3m4!1s0x128e5300547f2373:0x43f94cc80ee259a6!8m2!3d36.714819999999996!4d3.1415853"
Phoenix Studio,,Concepteur de sites Web,+213 21 61 05 72,Alger Centre,"https://www.google.com/maps/place/Phoenix+Studio/@36.7645378,3.0473144999999997,14z/data=!4m8!1m2!2m1!1sPhoenix+Studio!3m4!1s0x128fb300b4d25be5:0x4dd861fbc651d0fd!8m2!3d36.7645378!4d3.0473144999999997"
design diaries,https://dd.dz/,Graphiste,+213 556 86 52 32,Bir Mourad Raïs,"https://www.google.com/maps/place/design+diaries/@36.7362263,3.0335069999999997,14z/data=!4m8!1m2!2m1!1sdesign+diaries!3m4!1s0x128fb19c4fd9cfef:0x87d386614ee28ac0!8m2!3d36.7362263!4d3.0335069999999997"
Graphic Desinger - UI/UX Designer,https://www.behance.net/azzedinepub,Design agency,+213 550 37 24 70,Baraki,"https://www.google.com/maps/place/Graphic+Desinger+-+UI%2FUX+Designer/@36.6685704,3.1025581,14z/data=!4m8!1m2!2m1!1sGraphic+Desinger+-+UI%2FUX+Designer!3m4!1s0x128e53ab40760989:0x10e91136173865fb!8m2!3d36.6685704!4d3.1025581"
dypix,http://dypix.com/,مصمم مواقع ويب,+213 21 52 34 25,Mohammadia,"https://www.google.com/maps/place/dypix/@36.7300341,3.1417728,14z/data=!4m8!1m2!2m1!1sdypix!3m4!1s0x128e527cca72c903:0xdb7b8c31ad88cac7!8m2!3d36.7300341!4d3.1417728"
designystik,,Agence de design,+213 560 32 90 07,Kouba,"https://www.google.com/maps/place/designystik/@36.738067199999996,3.0896931999999997,14z/data=!4m8!1m2!2m1!1sdesignystik!3m4!1s0x128fadb8eaaff985:0xf82158735d52478d!8m2!3d36.738067199999996!4d3.0896931999999997"
elus_design,,مصمم رسومات,+213 541 30 33 23,Kouba,"https://www.google.com/maps/place/elus_design/@36.7300183,3.0783202999999997,14z/data=!4m8!1m2!2m1!1selus_design!3m4!1s0x128fad770e269205:0xd18d74b9973d141c!8m2!3d36.7300183!4d3.0783202999999997"
Logo design,,Lotissement,+213 782 48 64 62,Boudouaou-El-Bahri,"https://www.google.com/maps/place/Logo+design/@36.772737299999996,3.4028324999999997,14z/data=!4m8!1m2!2m1!1sLogo+design!3m4!1s0x128e435cbd87bdab:0x309398cb485eedb8!8m2!3d36.772737299999996!4d3.4028324999999997"
Appartement F4,,Résidence,+213 770 24 59 65,Bordj El Bahri,"https://www.google.com/maps/place/Appartement+F4/@36.7738806,3.2367999,14z/data=!4m8!1m2!2m1!1sAppartement+F4!3m4!1s0x128e4f0057ed013f:0xddcd94b667e7f7bc!8m2!3d36.7738806!4d3.2367999"
Infodesign dz,,Graphiste,+213 557 71 35 76,Oran,"https://www.google.com/maps/place/Infodesign+dz/@35.6679329,-0.6575255999999999,14z/data=!4m8!1m2!2m1!1sInfodesign+dz!3m4!1s0xd7e89479f58971f:0xa7718678518375b9!8m2!3d35.6679329!4d-0.6575255999999999"
Agence de communication FORGE DESIGN,http://www.forge-design-dz.com/,Siège social,+213 799 99 55 84,,"https://www.google.com/maps/place/Agence+de+communication+FORGE+DESIGN/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1sAgence+de+communication+FORGE+DESIGN!3m4!1s0x128fad938eb951c7:0x5d2246971b93c454!8m2!3d28.094873399999997!4d1.6656943"
ESPACEDESIGN,,Designer de bâtiment,+213 770 98 01 80,,"https://www.google.com/maps/place/ESPACEDESIGN/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1sESPACEDESIGN!3m4!1s0x24fa3109e7ac28c3:0x1c56864623d0b0ed!8m2!3d28.094873399999997!4d1.6656943"
Création sites web Algérie,,,+213 23 50 11 80,Alger Centre,"https://www.google.com/maps/place/Cr%C3%A9ation+sites+web+Alg%C3%A9rie/@36.773949099999996,3.0572656,14z/data=!4m8!1m2!2m1!1sCr%C3%A9ation+sites+web+Alg%C3%A9rie!3m4!1s0x128fb2580c62c8b9:0x1079648de4ad77d0!8m2!3d36.773949099999996!4d3.0572656"
مجلس الدولة,https://www.conseildetat.dz/,مكتب حكومي,+213 23 06 18 63,El Biar,"https://www.google.com/maps/place/%D9%85%D8%AC%D9%84%D8%B3+%D8%A7%D9%84%D8%AF%D9%88%D9%84%D8%A9/@36.7650271,3.0165786,14z/data=!4m8!1m2!2m1!1s%D9%85%D8%AC%D9%84%D8%B3+%D8%A7%D9%84%D8%AF%D9%88%D9%84%D8%A9!3m4!1s0x128fb1e5b1fb5467:0x6e68684bf72799e8!8m2!3d36.7650271!4d3.0165786"
Faculty of Law - University of Algiers 1,http://droit.univ-alger.dz/,كلية الحقوق,+213 21 91 68 57,Bir Mourad Raïs,"https://www.google.com/maps/place/Faculty+of+Law+-+University+of+Algiers+1/@36.7323254,3.0335159999999997,14z/data=!4m8!1m2!2m1!1sFaculty+of+Law+-+University+of+Algiers+1!3m4!1s0x128fadedf576d3ed:0x8c138bf6a5836957!8m2!3d36.7323254!4d3.0335159999999997"
Source Graphic,,Agence de marketing,+213 549 43 02 43,Draria,"https://www.google.com/maps/place/Source+Graphic/@36.7791524,3.0580591999999998,14z/data=!4m8!1m2!2m1!1sSource+Graphic!3m4!1s0x128fb3f550815bd7:0x53da34dbc978e499!8m2!3d36.7791524!4d3.0580591999999998"
University of Algiers,http://www.univ-alger.dz/,جامعة,+213 21 63 56 46,Alger Centre,"https://www.google.com/maps/place/University+of+Algiers/@36.7709377,3.0555578,14z/data=!4m8!1m2!2m1!1sUniversity+of+Algiers!3m4!1s0x128fb258e74b7123:0xa31d6cb06299dd5b!8m2!3d36.7709377!4d3.0555578"
Court of Rouiba,https://www.mjustice.dz/fr/tribunal-de-rouiba/,حاكم المنطقة,+213 23 86 01 49,Rouiba,"https://www.google.com/maps/place/Court+of+Rouiba/@36.7386434,3.286972,14z/data=!4m8!1m2!2m1!1sCourt+of+Rouiba!3m4!1s0x128e4532ee7586b3:0x23301e750ef72233!8m2!3d36.7386434!4d3.286972"
Direction Générale de la Modernisation de la Justice,http://www.mjustice.dz/,مكتب الشركات,+213 21 92 41 83,Bir Mourad Raïs,"https://www.google.com/maps/place/Direction+G%C3%A9n%C3%A9rale+de+la+Modernisation+de+la+Justice/@36.739059,3.0504569,14z/data=!4m8!1m2!2m1!1sDirection+G%C3%A9n%C3%A9rale+de+la+Modernisation+de+la+Justice!3m4!1s0x128fad868ccb78db:0xbe39325cb49b690a!8m2!3d36.739059!4d3.0504569"
Devéloppeur Web Freelance,,Concepteur de sites Web,+213 795 67 50 44,Ouzellaguen,"https://www.google.com/maps/place/Dev%C3%A9loppeur+Web+Freelance/@36.537313,4.608463899999999,14z/data=!4m8!1m2!2m1!1sDev%C3%A9loppeur+Web+Freelance!3m4!1s0x128d1d9eae5ed723:0x53406d706a7fecfb!8m2!3d36.537313!4d4.608463899999999"
Designer world,,Graphic designer,+213 782 26 97 14,Médéa,"https://www.google.com/maps/place/Designer+world/@36.2622285,2.7912127,14z/data=!4m8!1m2!2m1!1sDesigner+world!3m4!1s0x128f1561cbd7bc97:0xd29707e3b3ccd220!8m2!3d36.2622285!4d2.7912127"
LHCDESIGN,http://www.lhcdesign.com/,Concepteur de sites Web,+213 560 00 83 70,Mekla,"https://www.google.com/maps/place/LHCDESIGN/@36.6895399,4.2665282,14z/data=!4m8!1m2!2m1!1sLHCDESIGN!3m4!1s0x128dafb5feec66fb:0x371662c367d76de9!8m2!3d36.6895399!4d4.2665282"
Créative Design,,Agence de publicité,+213 555 05 93 39,Rouiba,"https://www.google.com/maps/place/Cr%C3%A9ative+Design/@36.7428507,3.2800069,14z/data=!4m8!1m2!2m1!1sCr%C3%A9ative+Design!3m4!1s0x128e459e0b5f71e9:0x2ce86ac02e5b2c54!8m2!3d36.7428507!4d3.2800069"
Boostyourability,,Website designer,+213 792 31 44 21,,"https://www.google.com/maps/place/Boostyourability/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1sBoostyourability!3m4!1s0x6857e74878506f89:0xc710433537f2704a!8m2!3d28.094873399999997!4d1.6656943"
infinity web studio,http://webinfinitystudio.com/,Concepteur de sites Web,+213 540 10 81 87,,"https://www.google.com/maps/place/infinity+web+studio/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1sinfinity+web+studio!3m4!1s0xeecc2f6de53bc29:0x3bc183e671274353!8m2!3d28.094873399999997!4d1.6656943"
